,search term,sentiment,tweet
179,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
180,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
181,matt hancock,74.0,Both sides would have fault here but I genuinely believe that that younger woman 15 minutes of fame whatever you want to call it just like Matt Hancock I'm sorry I cannot stand these people who need to get the spotlight and that's what social media is today
182,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
183,matt hancock,-5.0,Look what the kangaroo dragged in Matt Hancock to make first Commons appearance in seven weeks   It will be a reading of t…
184,matt hancock,0.0,Matt Hancock dislecksia bill beeing presentid to the hows of comons https//t.co/lvXWI6bpsc
185,matt hancock,0.0,"Deputy Speaker ""The third bill of the day and I know that Mr. Hancock, you appear to be making a habit of coming third t…"
186,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
187,matt hancock,0.0,I’m A Celeb’s Scarlette in dig at Matt Hancock as she reveals accomplishment he will ‘never’ achieve https//t.co/lmtlzpgKoW
188,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
189,matt hancock,0.0,"""Our third bill of the day, and I know that Mr Hancock you appear to be making a habit of coming third these days...""  Mat…"
190,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
191,matt hancock,0.0,"""Our third bill of the day, and I know that Mr Hancock you appear to be making a habit of coming third these days...""  Mat…"
192,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
193,matt hancock,54.0,Good! You should be in jail alongside Boris Johnson and Matt Hancock for crimes against humanity and genocide! #karma
194,matt hancock,-5.0,"Sounds like the sort of baseless, unscientific nonsense that Matt Hancock fed the public during Covid."
195,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
196,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
197,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
198,matt hancock,0.0,"""Our third bill of the day, and I know that Mr Hancock you appear to be making a habit of coming third these days...""  Mat…"
199,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
200,matt hancock,0.0,"""Our third bill of the day, and I know that Mr Hancock you appear to be making a habit of coming third these days...""  Mat…"
201,matt hancock,0.0,"Deputy Speaker ""The third bill of the day and I know that Mr. Hancock, you appear to be making a habit of coming third t…"
202,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
203,matt hancock,40.0,"Royal Zara Tindall organised boozy I’m A Celeb party that saw Matt Hancock ‘snubbed’, campmate reveals https//t.co/OZJAJReWZK"
204,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
205,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
206,matt hancock,82.0,"""Our third bill of the day, and I know that Mr Hancock you appear to be making a habit of coming third these days...""  Matt Hancock makes his return to the Commons from the I'm a Celeb jungle and says it's a pleasure to ""be clean and well fed"" https//t.co/gqv89MulRC https//t.co/rc7itQxOSq"
207,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
208,matt hancock,0.0,Today on #Feedback 📢   discusses the  guest editor slots ahead of Christmas   Head…
209,matt hancock,82.0,"""They've got the gift of the gab, a bit like me"" Matt Hancock tells MPs people with dyslexia often have very good oral communication skills, arguing for better screening and teacher training in England."
210,matt hancock,-2.0,"Labour MP mocks Matt Hancock during his first appearance in the Commons since I'm A Celeb.   On his hopes of a front bench return - “I thought he was very cool in channelling his inner Arnie, although I’m not so sure he’ll be back."""
211,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
212,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
213,matt hancock,82.0,"Deputy Speaker ""The third bill of the day and I know that Mr. Hancock, you appear to be making a habit of coming third these days.""  Matt Hancock ""It's also a pleasure to be here and to be clean and well fed.""  Matt Hancock returns to Parliament.   https//t.co/6BJlp7IZAi"
214,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
215,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
216,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
217,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
218,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
219,matt hancock,46.0,"Royal Zara Tindall organised boozy I’m A Celeb party that saw Matt Hancock ‘snubbed’, campmate reveals https//t.co/sZYUmbMb3T  WHY !! YOU STAND BY A MAN WHO HAD HIS WIFE KILLED SO HE COULD MARRY HIS TA MATT LEFT HIS WIFE TO LOVE SOMEONE ELSE SAME AS YOUR MOTHER SEEMS TWO FACED"
220,matt hancock,0.0,The 14 page letter we sent in Nov 2020 referenced &amp; detailed…
221,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
222,matt hancock,-18.0,"If Matt Hancock is taking advice from the British Dyslexia  Association, he is being seriously  misled https//t.co/s35x6OiCH8 https//t.co/AqrY4bxG0y"
223,matt hancock,-30.0,"“I'm seeing it with my own eyes, day in, day out. The patients who suffer heart attacks and those with adva…"
224,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
225,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
226,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
227,matt hancock,74.0,"Labour MP Matt Western quips it is good to see Matt Hancock “in the flesh”  “He certainly did a good job of channelling his inner Arnie, although I’m not sure he’ll be back — that’s one for the Government”"
228,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
229,matt hancock,-51.0,"Government considered releasing THOUSANDS of prisoners during Covid lockdown, Matt Hancock reveals  https//t.co/WAZRC6Y9N2"
230,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
231,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
232,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
233,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
234,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
235,matt hancock,-10.0,How much did Nike pay Matt Hancock to wear these? https//t.co/EthFjs8BBJ
236,matt hancock,-15.0,Top 3? Matt Hancock is in the top 3. This country is a disgrace #ImACeleb https//t.co/anZIXT1iAf
237,matt hancock,-51.0,Matt Hancock returns to Westminster after jungle stint as diaries reveal COVID row over prisoners https//t.co/RtZTvyBNnu
238,matt hancock,-5.0,"Matt Hancock boasts that the government ignored expert advice for cheap political gain, risking lives and causing non-…"
239,matt hancock,0.0,Matt Hancock took cash from the anti-NHS' IEA https//t.co/pv84zK93zh › article › matt-hancoc…
240,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
241,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
242,matt hancock,0.0,Matt Hancock has a private members bill today in the Commons and is expected to speak about lunchtime.  Pr…
243,matt hancock,0.0,I wrote about Matt Hancock and the finale of I'm a Celebrity... Get Me Out Of Here! https//t.co/JK1HiGdzk9
244,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
245,matt hancock,73.0,Yeah he's about as trustworthy as Matt Hancock!
246,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
247,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
248,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
249,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
250,matt hancock,-51.0,"Government considered releasing THOUSANDS of prisoners during Covid lockdown, Matt Hancock reveals  https//t.co/WAZRC6Y9N2"
251,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
252,matt hancock,-36.0,No Matt Hancock is not dyslexic!   #ToryLiars #ToryLiar #ToryLies
253,matt hancock,-46.0,Chris Moyles takes savage swipe at Matt Hancock on #ImACeleb coming out show https//t.co/OmsLk8ZCZS
254,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
255,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
256,matt hancock,3.0,Get in the bin matt Hancock you should be arrested for crimes against humanity 25k unlawful care home death's
257,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
258,matt hancock,-1.0,"I’m no fan of Matt Hancock but criticising him for going on tv when Surbill Wiggin, MP, spends a day a week acting for offshore interests in Bermuda is hypocrisy. We elected him to look after the interests of N. Herefordshire. Owen Paterson was just the tip of the iceberg."
259,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
260,matt hancock,0.0,Matt Hancock took cash from the anti-NHS' IEA https//t.co/pv84zK93zh › article › matt-hancoc…
261,matt hancock,0.0,Can Stan Smith trainers survive the attentions of Matt Hancock? https//t.co/9FKS1RWZOR
262,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
263,matt hancock,0.0,"Here’s what else is happening today  9.30 A private members’ bills day starts in the House of Commons, including Matt…"
264,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
265,matt hancock,0.0,WATCH Matt Hancock defended by New Forest MP over I'm a Celebrity  https//t.co/tnCz87OFq7
266,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
267,matt hancock,0.0,Matt Hancock has a private members bill today in the Commons and is expected to speak about lunchtime.  Pr…
268,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
269,matt hancock,-30.0,Wings over Scotland is the equivelant of Matt Hancock  In it for no other reason than to be noticed  Has he made one valid point in his existence
270,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
271,matt hancock,-5.0,"Matt Hancock boasts that the government ignored expert advice for cheap political gain, risking lives and causing non-…"
272,matt hancock,-49.0,Kind of reason for the reputational damage to  with it's platforming of Matt Hancock on #ImACelebrityGetMeOutOfHere
273,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
274,matt hancock,-46.0,Chris Moyles takes savage swipe at Matt Hancock on I'm a Celebrity coming out show https//t.co/0DXnhbLroV https//t.co/BVhmnyK96P
275,matt hancock,-17.0,"Just watching Matt Hancock debate his dyxlexia bill. About 6 Tory MP's there. Only one paying attention. He's lazy, arrogant and law breaking but this is an important issue that deserves attention."
276,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
277,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
278,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
279,matt hancock,0.0,Back to the day job! Matt Hancock returns to Commons after I’m A Celeb stint https//t.co/doyoDE4SCA
280,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
281,matt hancock,-22.0,Could Commons shenanigans stop Hancock's bill?  We have been keeping an eye on the Commons for Matt Hancock's first appearance since he took part in I'm A Celebrity... Get Me Out Of Here! but there may be some shenanigans afoot.
282,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
283,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
284,matt hancock,-45.0,I don't especially believe in hell but I do firmly believe matt hancock is going there https//t.co/V18TH9XPUU
285,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
286,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
287,matt hancock,0.0,Watch your show? I'd rather go on I'm a Celebrity with Matt Hancock ...
288,matt hancock,40.0,"Yes, so 'bonkers' that this policy was adopted by nearly all European countries, and many, many, other countries across t…"
289,matt hancock,0.0,We placed evidence before the Court showing the repeated use of private communication systems by Ministers and advisors…
290,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
291,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
292,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
293,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
294,matt hancock,0.0,I wrote about Matt Hancock and the finale of I'm a Celebrity... Get Me Out Of Here! https//t.co/JK1HiGdzk9
295,matt hancock,0.0,Today on #Feedback 📢   discusses the  guest editor slots ahead of Christmas   Head…
296,matt hancock,-40.0,I’m A Celeb slammed with Ofcom complaints over Matt Hancock’s final trial where he was showered with frogs https//t.co/zacrRIaGVH
297,matt hancock,82.0,"""This is the third Bill of the day, and I know that Mr Hancock you appear to be making a habit of coming third these days""  ""It's a pleasure to be here and to be clean and well fed.""   Matt Hancock makes his return to Parliament following his stint on #ImACeleb https//t.co/u9izQ08Ies"
298,matt hancock,45.0,Is it Matt Hancock? Did he accept.....?
299,matt hancock,0.0,"Matt Hancock's bill is the third bill debated today. Deputy speaker says he's ""making a habit of coming third"" 🥁 https//t.co/u3dIxM4CwZ"
300,matt hancock,88.0,"Matt Hancock currently giving a speech in the HoC on the ""Dyslexia Screening  and Teacher Training Bill"".  Good to see him championing support for Dyslexia.  If only there had been a way of him getting the message out to a wider audience recently!"
301,matt hancock,57.0,Fame-hunting reality TV junkie Matt Hancock says “it is a pleasure to be here” as he returns to his day job as an MP http…
302,matt hancock,75.0,"Matt Hancock tells MPs it's a ""pleasure to be here, clean and well-fed"" in his first appearance after a five-week absence from the Commons."
303,matt hancock,80.0,Matt Hancock is a more popular character 😂😂😂😂😭😭😂 you must feel sick🤢🤢🤢🤢
304,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
305,matt hancock,0.0,My favourite fess ever. Besides the Matt Hancock shagger one. https//t.co/L9eOjWYYuN
306,matt hancock,82.0,"Matt Hancock back in the Commons five days after coming third in I'm a Celebrity. He tells MPs it ""is a pleasure to be here, to be clean, and to be well fed."" https//t.co/kuxjXG2OUw"
307,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
308,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
309,matt hancock,57.0,Fame-hunting reality TV junkie Matt Hancock says “it is a pleasure to be here” as he returns to his day job as an MP https//t.co/75L5ccTQZT
310,matt hancock,0.0,Matt Hancock in Parliament days after leaving I'm A Celebrity https//t.co/jwQkG9qZHj
311,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
312,matt hancock,0.0,One MP shouts “no frog on his head!” as Matt Hancock gets a bit of light ribbing from the deputy speaker for his Bill c…
313,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
314,matt hancock,0.0,One MP shouts “no frog on his head!” as Matt Hancock gets a bit of light ribbing from the deputy speaker for his Bill coming third in the list.   “Mr Hancock you appear to be making a habit of coming third these days…”
315,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
316,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
317,matt hancock,0.0,Matt Hancock returns to the Commons after his sojourn to the Australian outback https//t.co/M3pjWLGoNB
318,matt hancock,-51.0,"Government considered releasing THOUSANDS of prisoners during Covid lockdown, Matt Hancock reveals  https//t.co/WAZRC6Y9N2"
319,matt hancock,0.0,"Matt Hancock is up, his bill is going to get a half hour"
320,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
321,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
322,matt hancock,0.0,I wrote about Matt Hancock and the finale of I'm a Celebrity... Get Me Out Of Here! https//t.co/JK1HiGdzk9
323,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
324,matt hancock,-10.0,Well it's nearly that time again tomorrow and Sunday Sangita with her LBC Shows. I wonder what Sangita has in store will the topics be about Matt Hancock again or the strikes will Sangita be talking about Christmas.
325,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
326,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
327,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
328,matt hancock,0.0,'When you do look at the details... it is just a discussion within government about the right way of dealing with it'  …
329,matt hancock,0.0,Can Stan Smith trainers survive the attentions of Matt Hancock? https//t.co/sByMdGPQ2M
330,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
331,matt hancock,-51.0,"Government considered releasing THOUSANDS of prisoners during Covid lockdown, Matt Hancock reveals  https//t.co/WAZRC6Y9N2"
332,matt hancock,-51.0,"Government considered releasing THOUSANDS of prisoners during Covid lockdown, Matt Hancock reveals  https//t.co/WAZRC6Y9N2"
333,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
334,matt hancock,-51.0,"Government considered releasing THOUSANDS of prisoners during Covid lockdown, Matt Hancock reveals  https//t.co/WAZRC6Y9N2"
335,matt hancock,0.0,Where is Matt Hancock? His constituents are looking for him. #Disability #SocialPolicy #Politicians  Read on Transforming Society https//t.co/moVOEjhHt9
336,matt hancock,-67.0,"poor  MP, the look on his face, when being confronted by some common sense from the audience!! #priceless   Lab…"
337,matt hancock,0.0,Can Stan Smith trainers survive the attentions of Matt Hancock? | Fashion https//t.co/F4f0dWEjAM
338,matt hancock,0.0,"Ministers considered a ""bonkers"" plan to free thousands of prisoners during the Covid pandemic, Matt Hancock has disclosed.…"
339,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
340,matt hancock,0.0,Just Matt Hancock not very subtly reminding Sunak that he knows where the bodies are buried. https//t.co/mqF4bmdac0
341,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
342,matt hancock,0.0,Back to the day job! Matt Hancock returns to Commons after I'm A Celeb https//t.co/Y9ixtDz70f via
343,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
344,matt hancock,-51.0,Matt Hancock returns to Westminster after jungle stint as diaries reveal COVID row over prisoners - Sky News https//t.co/HOUNt92DCP
345,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
346,matt hancock,-49.0,Kind of reason for the reputational damage to  with it's platforming of Matt Hancock on #ImACelebrityGetMeOutOfHere https//t.co/800j4pobCW
347,matt hancock,0.0,Today Dean our paperboy informs me Matt Hancock is a wuss Drill music is peng That he is agnostic. I ask Dean if he kno…
348,matt hancock,-76.0,The voting on ‘I’m a Celeb’ is completely unprotected and open to fraud.  So here is a real poll to show that theirs is fa…
349,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
350,matt hancock,75.0,"With or from covid….. always the question, keep testing in care homes and you always have covid deaths….. maybe look into what Matt Hancock prescribed to care homes during the plandemic"
351,matt hancock,0.0,Matt Hancock is on the backbenches in the House of Commons today after leaving the 'I'm a Celeb' jungle. https//t.co/85EW0OdD7C
352,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
353,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
354,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
355,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
356,matt hancock,62.0,"pressjournal   ""My heart broke for Matt Hancock's deserted wife and three children, who hopefully weren’t watching,"" writes Moreen Simpson.  https//t.co/btvFHMkDhN"
357,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
358,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
359,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
360,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
361,matt hancock,0.0,Celebs finger Matt Hancock
362,matt hancock,-51.0,So let's see how £37 Billion was spent on failed Track &amp; Trace by illegally appointed Dido Harding by celebrity MP former HS Matt Hancock... Let's have a Public Inquiry on all the BILLIONS written off by Ex-CX now PM Rishi Sunak. Any takers.
363,matt hancock,0.0,Can Stan Smith trainers survive the attentions of Matt Hancock? - The Guardian https//t.co/WrC90UtZkp
364,matt hancock,40.0,The MP was booted out of the Conservative parliamentary party after he revealed he was taking part in the reality TV show http…
365,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
366,matt hancock,40.0,"Royal Zara Tindall organised boozy I’m A Celeb party that saw Matt Hancock ‘snubbed’, campmate reveals https//t.co/C1mLHs8WBw"
367,matt hancock,49.0,"🔴In March, we asked the DHSC to release the WhatsApp messages between Matt Hancock &amp; his pub landlord friend Alex Bourn…"
368,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
369,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
370,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
371,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
372,matt hancock,72.0,Did you know not only did Hancock go to Australia with I'm a celeb but he also got paid to do the SAS who dares wins and was…
373,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
374,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
375,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
376,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
377,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
378,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
379,matt hancock,-40.0,Private Eye. Page 15. Matt Hancock - 10 reasons not to forgive or forget. Honestly… buy it just for that.…
380,matt hancock,14.0,"Matt Hancock did well in the jungle, but the idea he could become a Big TV. Personality is a bit of a stretch bearing…"
381,matt hancock,42.0,"Summary Kate Griggs, founder and CEO of global UK-based charity Made By Dyslexia, said Matt Hancock's jungle stint was 'br…"
382,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
383,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
384,matt hancock,0.0,Matt Hancock in hoc i notice maybe his dyslexia bill next.
385,matt hancock,-85.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on…
386,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
387,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
388,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
389,matt hancock,0.0,Matt Hancock finally returns to the Commons after bunking off for almost five weeks https//t.co/D9bojGChQN
390,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
391,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
392,matt hancock,44.0,Private Eye has an excellent article this week… Matt Hancock 10 Reasons not to forgive or forget… It’s a…
393,matt hancock,-92.0,Two Tory MP’s accused of rape. Haven’t lost the whip. Just asked to stay away from parliament.   Matt Hancock goes on ‘I’m a celebrity get me out of here’. He loses the whip… on day one!  Again Tories make no sense…#ToryCorruption
394,matt hancock,0.0,"In a letter to his constituents last month, Matt Hancock wrote ""As soon as my time in camp is up, I will return to Suffo…"
