,gender,locality,ethnicity,religion,q1,q2b,q4,q2,q3,q8,q9,resp_id
7677,Female,Suburban,White European,Presbyterian/Church of Scotland,Aerobics,Irregularly,Yes,Sky diving;Mountain biking;,Basketball;Football;Hockey stick;,Breakfast;Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;To check prices;,7677
7678,Female,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,,Don't know;,7678
7679,Male,CBD (central business district),Any other white background,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;Climbing gear;Bicycle;,,To buy something for myself;,7679
7680,Female,Urban,White European,,Pilates,Irregularly,Yes,,Basketball;Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,7680
7681,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7681
7682,Female,Remote,White and Asian,None,Yoga,Irregularly,Yes,,Basketball;Football;Hockey stick;Swimming goggles;,,To ask the staff for sporting advice;,7682
7683,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Regularly,Yes,Sky diving;Snowboarding;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;,7683
7684,Female,,White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,Dinner;,To buy something for myself;,7684
7685,Male,CBD (central business district),White European,Roman Catholic,Aerobics,Irregularly,Yes,Other;,Basketball;Football;Hockey stick;,Breakfast;Mid-afternoon snacking;,Not applicable - I won't ever go to a sporting goods store;,7685
7686,Male,Suburban,White European,None,Lifting weights,,Yes,,Basketball;Hockey stick;,,Don't know;,7686
7687,Female,CBD (central business district),White European,Other,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,To check prices;,7687
7688,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,7688
7689,Male,Urban,White European,None,Lifting weights,Regularly,Yes,,Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;Other;,7689
7690,Male,CBD (central business district),White European,None,Lifting weights,,No,,Hockey stick;,Breakfast;,Don't know;,7690
7691,Male,Urban,White European,,Swimming,Irregularly,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7691
7692,Female,CBD (central business district),White European,Presbyterian/Church of Scotland,Pilates,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7692
7693,Male,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Football;Hockey stick;Parachute;,Breakfast;Mid-afternoon snacking;Dinner;,Don't know;,7693
7694,Male,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,7694
7695,Male,CBD (central business district),White European,None,Aerobics,,Yes,Mountain biking;,Basketball;Football;Hockey stick;,None of them;,To buy something for myself;To check prices;,7695
7696,Female,Urban,White European,,Basketball,,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,7696
7697,Female,Urban,White European,Prefer not to say,Lifting weights,Irregularly,Yes,,Hockey stick;,Breakfast;,Not applicable - I won't ever go to a sporting goods store;,7697
7698,Female,Remote,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,Dinner;,Don't know;,7698
7699,Male,CBD (central business district),,,Aerobics,Irregularly,No,Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7699
7700,Male,Suburban,White and Black Caribbean,Baptist,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,Mid-afternoon snacking;,To buy something for myself;To ask the staff for sporting advice;To check prices;,7700
7701,Male,CBD (central business district),White European,Roman Catholic,Aerobics,,No,Mountain biking;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;Parachute;Swimming goggles;,,To buy something for somebody else;,7701
7702,Female,Suburban,White European,,Basketball,Irregularly,No,,Hockey stick;,,Other;,7702
7703,Female,Urban,White European,,Lifting weights,,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7703
7704,Male,Urban,White European,None,Other,,Yes,,Basketball;Football;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7704
7705,Male,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,,Yes,,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,7705
7706,Male,Suburban,White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;,To buy something for myself;To check prices;,7706
7707,Male,Urban,White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,Mid-afternoon snacking;,Not applicable - I won't ever go to a sporting goods store;,7707
7708,Male,,White European,Jewish,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7708
7709,Female,CBD (central business district),White European,None,Football (soccer),,Yes,,Basketball;Hockey stick;Surfboard;Parachute;Swimming goggles;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7709
7710,Female,Remote,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Kite boarding;Snowboarding;Parachuting;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7710
7711,Female,CBD (central business district),White European,,Aerobics,Regularly,Yes,Other;,Basketball;,Mid-afternoon snacking;,Don't know;,7711
7712,Male,CBD (central business district),White European,,Swimming,Regularly,No,,Basketball;Football;Hockey stick;Climbing gear;Parachute;,,To buy something for myself;To check prices;,7712
7713,Female,Rural,White European,,Lifting weights,Regularly,No,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7713
7714,Female,CBD (central business district),Any other Asian background,Islam/Muslim,Aerobics,,No,Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7714
7715,Female,Suburban,White European,,Pilates,,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7715
7716,Female,CBD (central business district),White European,,Yoga,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7716
7717,Female,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7717
7718,Female,Suburban,White European,Church of England/Anglican/Episcopal,Aerobics,,No,Mountain biking;Parachuting;,Basketball;Football;Hockey stick;,,Don't know;,7718
7719,Female,Urban,White European,Roman Catholic,Lifting weights,Never,No,,Basketball;Football;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7719
7720,Male,Urban,White European,Prefer not to say,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;Dinner;,To buy something for myself;To ask the staff for sporting advice;,7720
7721,Male,CBD (central business district),White European,None,Aerobics,Irregularly,No,Sky diving;Base jumping;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7721
7722,Female,Remote,White European,,Aerobics,Irregularly,Yes,Other;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7722
7723,Female,Remote,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;,Mid-afternoon snacking;Dinner;,To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7723
7724,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Mountain biking;,Basketball;Football;Hockey stick;,Dinner;,Don't know;,7724
7725,Male,Urban,White European,None,Aerobics,Regularly,Yes,Base jumping;Kite boarding;,Basketball;Hockey stick;,Dinner;,Don't know;,7725
7726,Male,CBD (central business district),White European,Baptist,Aerobics,Irregularly,Yes,Base jumping;Mountain biking;,Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7726
7727,Female,Suburban,White European,None,Running/jogging,Irregularly,No,,Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;,7727
7728,Male,CBD (central business district),White European,Methodist,Running/jogging,Irregularly,Yes,,Football;Hockey stick;,Breakfast;Lunch;Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7728
7729,Female,Urban,White European,,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Football;Hockey stick;Surfboard;Swimming goggles;,Mid-afternoon snacking;,Don't know;,7729
7730,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To check prices;,7730
7731,Male,CBD (central business district),White European,,Swimming,,Yes,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7731
7732,Female,Rural,White European,None,Lifting weights,Regularly,No,,Basketball;,,Not applicable - I won't ever go to a sporting goods store;,7732
7733,Female,Urban,White European,Roman Catholic,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Football;Hockey stick;Parachute;,,To check prices;,7733
7734,Male,Suburban,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Surfboard;Climbing gear;Swimming goggles;,Lunch;,To buy something for myself;To buy something for somebody else;,7734
7735,Female,CBD (central business district),White European,Presbyterian/Church of Scotland,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7735
7736,Male,Suburban,White European,None,Football (soccer),Irregularly,No,,Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To check prices;,7736
7737,Female,Urban,White European,,Yoga,Irregularly,No,,Basketball;Hockey stick;Parachute;,,To buy something for myself;,7737
7738,Female,Urban,White European,None,Aerobics,Irregularly,No,Parachuting;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7738
7739,Female,Urban,White European,Presbyterian/Church of Scotland,Pilates,Irregularly,Yes,,Basketball;Hockey stick;,Mid-afternoon snacking;,To buy something for myself;,7739
7740,Female,Remote,White European,,Aerobics,Irregularly,No,Other;,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7740
7741,Female,Urban,White European,,Football (soccer),Irregularly,Yes,,Basketball;Hockey stick;,,To buy something for myself;,7741
7742,Female,CBD (central business district),White European,,Aerobics,Never,No,Other;,Basketball;Hockey stick;,,Don't know;,7742
7743,Female,CBD (central business district),White European,None,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7743
7744,Female,CBD (central business district),White European,,Swimming,Irregularly,No,,Basketball;Football;Hockey stick;,None of them;,To buy something for myself;,7744
7745,Male,Remote,White European,Methodist,Lifting weights,Regularly,No,,Football;Hockey stick;,,To buy something for somebody else;,7745
7746,Female,Suburban,White European,Roman Catholic,Lifting weights,,No,,Basketball;,,Not applicable - I won't ever go to a sporting goods store;,7746
7747,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Football (soccer),,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7747
7748,Male,CBD (central business district),White European,None,Aerobics,,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7748
7749,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Base jumping;,Basketball;Football;Hockey stick;,,Other;,7749
7750,Female,CBD (central business district),White European,,Pilates,Irregularly,Yes,,Basketball;Football;Hockey stick;,,Don't know;,7750
7751,Female,Suburban,White European,None,Basketball,Irregularly,No,,Football;Hockey stick;,,To buy something for myself;,7751
7752,Female,Suburban,Any other white background,,Aerobics,,No,Other;,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7752
7753,Female,CBD (central business district),White European,,Swimming,Irregularly,No,,Basketball;Football;,,To buy something for myself;,7753
7754,Female,Remote,White European,Roman Catholic,Aerobics,Never,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;,Hockey stick;,,To check prices;,7754
7755,Male,Remote,White European,Prefer not to say,Football (soccer),,No,,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7755
7756,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Running/jogging,Never,Yes,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7756
7757,Female,CBD (central business district),White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;,,Other;,7757
7758,Female,Urban,White European,None,Aerobics,Irregularly,No,Sky diving;,Basketball;Football;Hockey stick;Surfboard;Climbing gear;Parachute;,Breakfast;Mid-morning snacking;,To buy something for myself;To ask the staff for sporting advice;,7758
7759,Male,CBD (central business district),White European,None,Aerobics,Irregularly,Yes,Sky diving;Mountain biking;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;,7759
7760,Female,Remote,White European,None,Aerobics,,No,Sky diving;Base jumping;,Basketball;Hockey stick;Parachute;,,To buy something for myself;,7760
7761,Female,Urban,White European,,Lifting weights,Irregularly,No,,Football;Hockey stick;,,Don't know;,7761
7762,Male,Suburban,White European,None,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Swimming goggles;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,7762
7763,Female,CBD (central business district),Any other mixed background,,Lifting weights,,Yes,,Football;,,To check prices;,7763
7764,Female,Suburban,White European,None,Aerobics,,No,Mountain biking;Kite boarding;,Basketball;Hockey stick;,Dinner;,Not applicable - I won't ever go to a sporting goods store;,7764
7765,Female,Remote,White European,,Lifting weights,,No,,Basketball;Football;,,Don't know;,7765
7766,Female,CBD (central business district),White European,Jewish,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To check prices;,7766
7767,Female,Urban,White European,,Aerobics,Regularly,No,Base jumping;Mountain biking;,Basketball;Parachute;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7767
7768,Female,Urban,White European,,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7768
7769,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;Surfboard;Parachute;,,Don't know;,7769
7770,Male,CBD (central business district),Indian,Prefer not to say,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Don't know;,7770
7771,Male,Remote,White European,,Lifting weights,,No,,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,7771
7772,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Never,No,,Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,7772
7773,Female,Suburban,White European,,Lifting weights,Irregularly,No,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7773
7774,Male,Urban,White European,None,Aerobics,,Yes,Mountain biking;Parachuting;,Basketball;Football;Hockey stick;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7774
7775,Male,Suburban,White European,,Aerobics,Irregularly,No,Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,7775
7776,Male,Urban,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,Mid-afternoon snacking;Dinner;,To buy something for myself;,7776
7777,Male,,White European,None,Pilates,Regularly,Yes,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7777
7778,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Base jumping;,Football;Hockey stick;,,To buy something for myself;,7778
7779,Female,CBD (central business district),White European,,Aerobics,,No,Base jumping;Mountain biking;,Basketball;Football;Hockey stick;Surfboard;Parachute;,Breakfast;Mid-afternoon snacking;,Don't know;,7779
7780,Male,CBD (central business district),White European,,Aerobics,Regularly,No,Sky diving;Base jumping;Mountain biking;,Hockey stick;,,To buy something for myself;,7780
7781,Female,Urban,White European,,Aerobics,Irregularly,Yes,Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;,Breakfast;Mid-morning snacking;Mid-afternoon snacking;,To buy something for myself;To check prices;,7781
7782,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Don't know;,7782
7783,Female,Rural,White European,,Aerobics,,Yes,Parachuting;,Basketball;Football;Hockey stick;Surfboard;Parachute;,,To buy something for myself;To buy something for somebody else;To check prices;,7783
7784,Female,Suburban,Bangladeshi,Islam/Muslim,Aerobics,Regularly,Yes,Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,To check prices;,7784
7785,Female,Rural,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7785
7786,Male,Remote,Prefer not to say,,Not applicable - I don't exercise,,Yes,,Basketball;Hockey stick;,,To buy something for myself;To check prices;,7786
7787,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Mountain biking;,Basketball;Football;Hockey stick;Parachute;,Breakfast;Mid-morning snacking;Lunch;Mid-afternoon snacking;,Not applicable - I won't ever go to a sporting goods store;,7787
7788,Female,Suburban,White European,,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,Breakfast;,Don't know;,7788
7789,Male,Urban,White European,None,Football (soccer),Irregularly,Yes,,Basketball;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7789
7790,Female,Urban,White European,None,Aerobics,Irregularly,No,Other;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7790
7791,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,Breakfast;Mid-afternoon snacking;,To buy something for myself;To buy something for somebody else;,7791
7792,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Base jumping;,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7792
7793,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7793
7794,Male,Urban,White European,Methodist,Lifting weights,Regularly,Yes,,Basketball;Football;Hockey stick;,Mid-afternoon snacking;,To buy something for somebody else;,7794
7795,Male,CBD (central business district),White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;,Mid-morning snacking;Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;To check prices;,7795
7796,Female,Urban,White European,,Other,Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7796
7797,Female,Rural,White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Mountain biking;,Basketball;Hockey stick;,Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;,7797
7798,Male,CBD (central business district),White European,None,Aerobics,Irregularly,No,Base jumping;,Basketball;Hockey stick;,,Don't know;,7798
7799,Male,CBD (central business district),White European,,Aerobics,Regularly,Yes,Sky diving;Base jumping;Mountain biking;Snowboarding;Parachuting;,Hockey stick;,,Don't know;,7799
7800,Female,Remote,White European,None,Aerobics,Never,Yes,Sky diving;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7800
7801,Male,CBD (central business district),Any other white background,,Pilates,Irregularly,No,,Basketball;Football;Hockey stick;Surfboard;,,Don't know;,7801
7802,Male,Suburban,White European,,Lifting weights,Irregularly,Yes,,Basketball;Football;Hockey stick;Surfboard;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7802
7803,Male,,White European,,Lifting weights,,No,,Basketball;Football;Hockey stick;Parachute;,Dinner;,To buy something for myself;,7803
7804,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,To buy something for myself;,7804
7805,Female,Remote,White European,None,Football (soccer),,Yes,,Basketball;Football;Hockey stick;Swimming goggles;,,To buy something for myself;To check prices;,7805
7806,Female,Remote,White European,None,Lifting weights,,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7806
7807,Female,Urban,White European,,Aerobics,,Yes,Other;,Basketball;Football;Hockey stick;,,Don't know;,7807
7808,Male,Urban,White European,Church of England/Anglican/Episcopal,Swimming,Irregularly,Yes,,Basketball;Football;Hockey stick;,,To buy something for somebody else;,7808
7809,Male,Rural,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;,Dinner;,Don't know;,7809
7810,Male,CBD (central business district),White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;,Football;Hockey stick;Surfboard;,Dinner;,To buy something for myself;To buy something for somebody else;To check prices;,7810
7811,Female,Suburban,White European,None,Aerobics,Irregularly,No,Base jumping;Mountain biking;,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7811
7812,Male,Suburban,White European,,Aerobics,,No,Sky diving;,Basketball;Hockey stick;,,Don't know;,7812
7813,Female,Urban,White European,,Yoga,Irregularly,Yes,,Basketball;Football;Hockey stick;,Breakfast;Lunch;,To buy something for myself;To buy something for somebody else;To check prices;,7813
7814,Female,Urban,White European,Church of England/Anglican/Episcopal,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7814
7815,Female,CBD (central business district),White European,Buddhist,Lifting weights,Irregularly,No,,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7815
7816,Male,Urban,White European,Church of England/Anglican/Episcopal,Football (soccer),Irregularly,No,,Basketball;Hockey stick;,None of them;,To buy something for myself;,7816
7817,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Other;,Basketball;Football;Hockey stick;,Breakfast;,To buy something for myself;To buy something for somebody else;Other;,7817
7818,Male,Urban,White European,None,Football (soccer),,Yes,,Basketball;Football;Hockey stick;,Dinner;,Other;,7818
7819,Male,Urban,White European,,Aerobics,Irregularly,No,Base jumping;Mountain biking;,Basketball;Hockey stick;Parachute;,,To buy something for myself;,7819
7820,Female,CBD (central business district),White European,Church of England/Anglican/Episcopal,Lifting weights,,No,,Basketball;Hockey stick;,Breakfast;Lunch;Dinner;,To buy something for myself;To buy something for somebody else;To check prices;Other;,7820
7821,Male,CBD (central business district),White European,None,Running/jogging,,Yes,,Basketball;Hockey stick;Parachute;,Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;,7821
7822,Male,CBD (central business district),White European,None,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;Kite boarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;,7822
7823,Male,CBD (central business district),White European,None,Aerobics,Regularly,Yes,Other;,Basketball;Football;Parachute;,Breakfast;Mid-afternoon snacking;Dinner;,Other;,7823
7824,Male,CBD (central business district),White European,,Aerobics,Regularly,No,Base jumping;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7824
7825,Female,Suburban,White European,Roman Catholic,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Kite boarding;Snowboarding;Parachuting;,Basketball;Hockey stick;Climbing gear;,,To buy something for myself;,7825
7826,Female,Remote,White European,,Aerobics,,No,Sky diving;Mountain biking;Kite boarding;Parachuting;,Basketball;Football;Surfboard;Swimming goggles;,,To buy something for myself;To buy something for somebody else;To check prices;,7826
7827,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Football;Hockey stick;,Breakfast;Lunch;,Don't know;,7827
7828,Male,Urban,White European,None,Aerobics,Irregularly,Yes,Sky diving;Base jumping;Mountain biking;Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;To check prices;,7828
7829,Male,CBD (central business district),White European,None,Swimming,Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;Swimming goggles;,Breakfast;Mid-afternoon snacking;,Don't know;,7829
7830,Male,CBD (central business district),White European,,Other,,Yes,,Basketball;Football;Hockey stick;,Breakfast;Mid-morning snacking;Lunch;Mid-afternoon snacking;Dinner;,Not applicable - I won't ever go to a sporting goods store;,7830
7831,Female,Urban,White European,,Lifting weights,,Yes,,Basketball;Football;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7831
7832,Male,CBD (central business district),White European,Church of England/Anglican/Episcopal,Aerobics,Irregularly,Yes,Mountain biking;Kite boarding;,Football;Hockey stick;,,To buy something for myself;To buy something for somebody else;,7832
7833,Female,CBD (central business district),White European,Methodist,Lifting weights,Irregularly,No,,Basketball;Football;Hockey stick;Surfboard;Parachute;Swimming goggles;,Breakfast;Lunch;Mid-afternoon snacking;Dinner;,To buy something for myself;To buy something for somebody else;To ask the staff for sporting advice;To check prices;Other;,7833
7834,Female,Urban,White European,None,Aerobics,Irregularly,No,Base jumping;Mountain biking;Kite boarding;Snowboarding;,Basketball;Football;Hockey stick;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,7834
7835,Female,Urban,White European,,Football (soccer),Irregularly,No,,Basketball;Football;Hockey stick;Surfboard;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7835
7836,Female,Urban,White European,,Lifting weights,Irregularly,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7836
7837,Male,Suburban,White European,,Pilates,Irregularly,No,,Basketball;Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7837
7838,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Kite boarding;,Basketball;Football;Hockey stick;Parachute;,,To buy something for myself;To ask the staff for sporting advice;To check prices;,7838
7839,Female,Urban,White European,None,Lifting weights,Regularly,Yes,,Basketball;Football;Hockey stick;Surfboard;Parachute;Swimming goggles;,,Not applicable - I won't ever go to a sporting goods store;,7839
7840,Male,CBD (central business district),White European,,Aerobics,Irregularly,Yes,Other;,Hockey stick;,,Don't know;,7840
7841,Male,Remote,White European,,Football (soccer),Irregularly,Yes,,Basketball;Football;Hockey stick;Parachute;,,Don't know;,7841
7842,Female,CBD (central business district),White European,,Aerobics,Irregularly,No,Sky diving;Base jumping;Mountain biking;,Hockey stick;,,Not applicable - I won't ever go to a sporting goods store;,7842
7843,Male,Urban,White European,,Aerobics,,No,Other;,Basketball;Football;Hockey stick;,,To buy something for myself;To check prices;Other;,7843
7844,Female,Urban,White European,Roman Catholic,Football (soccer),Irregularly,No,,Basketball;Hockey stick;Parachute;,Mid-afternoon snacking;Dinner;,To buy something for myself;To buy something for somebody else;To check prices;,7844
7845,Male,Urban,White European,Roman Catholic,Lifting weights,Irregularly,Yes,,Football;Hockey stick;,Lunch;Dinner;,Don't know;,7845
7846,Male,CBD (central business district),White European,None,Not applicable - I don't exercise,Irregularly,Yes,,Hockey stick;,Lunch;Dinner;None of them;,Don't know;,7846
7847,Male,Rural,Any other white background,None,Lifting weights,,Yes,,Basketball;Hockey stick;,Breakfast;,To ask the staff for sporting advice;,7847
7848,Male,Suburban,White European,,Aerobics,,No,Sky diving;Kite boarding;,Basketball;Parachute;,,Not applicable - I won't ever go to a sporting goods store;,7848
